 number name
6407 3.40.50.10700 "AF0625-like "
6408 3.40.50.10710 "Metallo-hydrolase/oxidoreductase "
6409 3.40.50.10720 "CbiD-like domains "
6410 3.40.50.10730 "Urocanase like domains "
6411 3.40.50.10740 "Class I glutamine amidotransferase-like "
6412 3.40.50.10750 "Isocitrate/Isopropylmalate dehydrogenase-like "
6413 3.40.50.10760 "Reovirus core "
6414 3.40.50.10770 "Hypothetical protein VC1899 like domain (Restriction endonuclease-like) "
6415 3.40.50.10780 "Dipeptide transport protein "
6416 3.40.50.10790 "S-adenosyl-l-methionine hydroxide adenosyltransferase, N-terminal "
6417 3.40.50.10800 "NadA-like "
6418 3.40.50.10810 "Tandem AAA-ATPase domain "
6419 3.40.50.10820 "Inositol 1,3,4-trisphosphate 5/6-kinase domain "
6420 3.40.50.10830 "F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD) "
6421 3.40.50.10840 "Putative sugar-binding, N-terminal domain "
6422 3.40.50.10850 "Ntrc-like two-domain protein. "
6423 3.40.50.10860 "Leucine Dehydrogenase, chain A, domain 1 "
6424 3.40.50.10870 "Glycosyl hydrolase family 3 "
6425 3.40.50.10880 "Uncharacterised protein PF01937, DUF89, domain 3 "
6426 3.40.50.10890 
6427 3.40.50.10900 "PAC-like subunit "
6428 3.40.50.10910 "Amidohydrolase "
6429 3.40.50.10920 
6430 3.40.50.10930 
6431 3.40.50.10940 
6432 3.40.50.10950 
6433 3.40.50.10960 
6434 3.40.50.10970 
6435 3.40.50.10980 "Nibrin, BRCT2 domain "
6436 3.40.50.10990 "GTP cyclohydrolase II "
6437 3.40.50.11000 "Fe-S cluster assembly protein Dre2, N-terminal domain "
6438 3.40.50.11010 
6439 3.40.50.11020 "Replicase polyprotein, nucleic acid-binding domain "
6440 3.40.50.11030 "Threonylcarbamoyl-AMP synthase, C-terminal domain "
6441 3.40.50.11040 
6442 3.40.50.11050 
6443 3.40.50.11060 "GTPase HflX, N-terminal domain "
6444 3.40.50.11070 "Protein Ste5, Fus3-binding domain "
6445 3.40.50.11080 
6446 3.40.50.11090 
6447 3.40.50.11100 
6448 3.40.50.11110 "Sialyltransferase, C-terminal GT-B Rossman nucleotide-binding domain "
6449 3.40.50.11120 "Sialyltransferase, N-terminal GT-B Rossman nucleotide-binding domain "
6450 3.40.50.11130 "Glycoprotein VP7, domain 1 "
6451 3.40.50.11140 
6452 3.40.50.11160 
6453 3.40.50.11170 "Uncharacterised protein PF08960, DUF1874 "
6454 3.40.50.11180 
6455 3.40.50.11190 
6456 3.40.50.11200 
6457 3.40.50.11210 "Rap/Ran-GAP "
6458 3.40.50.11220 
6459 3.40.50.11230 
6460 3.40.50.11240 "Ethanolamine ammonia-lyase light chain (EutC) "
6461 3.40.50.11250 "Protein of unknown function DUF3013 "
6462 3.40.50.11260 
6463 3.40.50.11270 
6464 3.40.50.11280 "Glutamate-cysteine ligase, N-terminal domain "
6465 3.40.50.11290 
6466 3.40.50.11300 
6467 3.40.50.11310 "Bacterial phosphonate metabolism protein PhnH "
6468 3.40.50.11320 
6469 3.40.50.11340 
6470 3.40.50.11350 
6471 3.40.50.11370 
6472 3.40.50.11380 
6473 3.40.50.11390 
6474 3.40.50.11400 
6475 3.40.50.11410 
6476 3.40.50.11420 
6477 3.40.50.11440 
6478 3.40.50.11460 
6479 3.40.50.11480 
6480 3.40.50.11490 
6481 3.40.50.11500 
6482 3.40.50.11530 
6483 3.40.50.11540 "NADH-ubiquinone oxidoreductase 51kDa subunit "
6484 3.40.50.11550 
6485 3.40.50.11570 "Protein of unknown function DUF257 "
6486 3.40.50.11580 
6487 3.40.50.11590 
6488 3.40.50.11600 
6489 3.40.50.11610 "Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal domain "
6490 3.40.50.11620 "Phosphotransferase RcsD, RcsD-ABL domain "
6491 3.40.50.11630 
6492 3.40.50.11650 "Glycosyl transferase family 10, N-terminal domain "
6493 3.40.50.11660 "Glycosyl transferase family 10, C-terminal domain "
6494 3.40.50.11670 "DNA replication regulator HobA "
6495 3.40.50.11680 "Poxvirus mRNA capping enzyme, small subunit "
6496 3.40.50.11690 "Cell division protein FtsQ/DivIB "
6497 3.40.50.11700 
6498 3.40.50.11710 "Cyclodipeptide synthase "
6499 3.40.50.11720 "3-Deoxy-D-manno-octulosonic-acid transferase, N-terminal domain "
6500 3.40.50.11730 "Peroxisome assembly protein 22 "
6501 3.40.50.11740 "HypD, alpha/beta domain 2 "
6502 3.40.50.11750 "HypD, alpha/beta domain 1 "
6503 3.40.50.11770 
6504 3.40.50.11780 
6505 3.40.50.11790 
6506 3.40.50.11810 
6507 3.40.50.11820 
6508 3.40.50.11830 
6509 3.40.50.11840 "Diphthamide synthesis DPH1/DPH2 domain 1 "
6510 3.40.50.11850 "Diphthamide synthesis DPH1/DPH2 domain 2 "
6511 3.40.50.11860 "Diphthamide synthesis DPH1/DPH2 domain 3 "
6512 3.40.50.11880 "Plasmid SOS inhibition protein "
6513 3.40.50.11890 
6514 3.40.50.11900 
6515 3.40.50.11920 
6516 3.40.50.11930 
6517 3.40.50.11940 
6518 3.40.50.11950 
6519 3.40.50.11960 
6520 3.40.50.11970 
6521 3.40.50.11980 
6522 3.40.50.11990 "RNA polymerase II accessory factor, Cdc73 C-terminal domain "
6523 3.40.50.12020 "Uncharacterised protein family UPF0261, NN domain "
6524 3.40.50.12030 "Uncharacterised protein family UPF0261, NC domain "
6525 3.40.50.12050 
6526 3.40.50.12060 
6527 3.40.50.12080 
6528 3.40.50.12090 
6529 3.40.50.12100 "Stimulator of interferon genes protein "
6530 3.40.50.12110 
6531 3.40.50.12120 "POC1 chaperone "
6532 3.40.50.12140 "Domain of unknown function DUF4159 "
6533 3.40.50.12150 
6534 3.40.50.12160 "Methylthiotransferase, N-terminal domain "
6535 3.40.50.12170 "Uncharacterised protein PF07075, DUF1343 "
6536 3.40.50.12180 
6537 3.40.50.12190 
6538 3.40.50.12230 
6539 3.40.50.12240 
6540 3.40.50.12270 
6541 3.40.50.12280 
6542 3.40.50.12350 
6543 3.40.50.12360 
6544 3.40.50.12370 
6545 3.40.50.12380 "Nitrogenase MoFe cofactor biosynthesis protein NifE, C-terminal "
6546 3.40.50.12390 
6547 3.40.50.12420 
6548 3.40.50.12430 
6549 3.40.50.12440 
6550 3.40.50.12470 
6551 3.40.50.12480 
6552 3.40.50.12500 
6553 3.40.50.12550 "Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 2 "
6554 3.40.50.12570 
6555 3.40.50.12580 
6556 3.40.50.12590 
6557 3.40.50.12600 
6558 3.40.50.12610 
6559 3.40.50.12620 
6560 3.40.50.12640 "Phosphopantoate/pantothenate synthetase "
6561 3.40.50.12650 
6562 3.40.50.12660 
6563 3.40.50.12670 
6564 3.40.50.12690 
6565 3.40.50.12700 
6566 3.40.50.12710 
6567 3.40.50.12760 
6568 3.40.50.12770 "Nitrate reductase alpha subunit "
6569 3.40.50.12780 "N-terminal domain of ligase-like "
6570 3.40.50.12790 "FHIPEP family, domain 4 "
6571 3.40.50.12800 
6572 3.40.50.12810 
6573 3.40.50.12820 
6574 3.40.80.10 "Peptidoglycan recognition protein-like "
6575 3.40.91.10 
6576 3.40.91.20 
6577 3.40.91.30 
6578 3.40.91.50 
6579 3.40.91.60 
6580 3.40.91.70 "Type II restriction endonuclease, HindIII "
6581 3.40.91.80 
6582 3.40.91.90 "Influenza RNA-dependent RNA polymerase subunit PA, endonuclease domain "
6583 3.40.109.10 "NADH Oxidase "
6584 3.40.109.30 "putative nitroreductase (tm1586), domain 2 "
6585 3.40.109.40 
6586 3.40.120.10 "Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3 "
6587 3.40.140.10 "Cytidine Deaminase, domain 2 "
6588 3.40.140.20 
6589 3.40.140.30 "Hypothetical protein TM1506 "
6590 3.40.140.40 "Domain of unknown function (DUF1846), C-terminal subdomain "
6591 3.40.140.70 "Ubiquitin-like modifier-activating enzyme ATG7 N-terminal domain "
6592 3.40.140.80 
6593 3.40.140.100 "Ubiquitin-like modifier-activating enzyme ATG7 C-terminal domain "
6594 3.40.140.120 
6595 3.40.190.10 "Periplasmic binding protein-like II "
6596 3.40.190.80 
6597 3.40.190.90 
6598 3.40.190.100 "Glycine betaine-binding periplasmic protein; domain 2 "
6599 3.40.190.120 "Osmoprotection protein (prox); domain 2 "
6600 3.40.190.150 "Bordetella uptake gene, domain 1 "
6601 3.40.190.160 
6602 3.40.190.170 "Bacterial extracellular solute-binding protein, family 7 "
6603 3.40.190.180 "Cypl, domain I "
6604 3.40.190.190 "CypI, domain 2 "
6605 3.40.190.200 
6606 3.40.190.210 
6607 3.40.190.220 
6608 3.40.190.270 
6609 3.40.190.290 
6610 3.40.198.10 "Delta-endotoxin CytB-like "
6611 3.40.210.10 "PVUII Endonuclease, subunit A "
6612 3.40.210.20 "MvaI/BcnI restriction endonuclease, catalytic domain "
6613 3.40.210.30 "Dam replacing family, catalytic PD-(D/E)XK domain "
6614 3.40.220.10 "Leucine Aminopeptidase, subunit E, domain 1 "
6615 3.40.220.20 "Nsp3, SUD-M subdomain "
6616 3.40.220.30 "Nsp3, SUD-N subdomain "
6617 3.40.225.10 "Class II aldolase/adducin N-terminal domain "
6618 3.40.228.10 "Dimethylsulfoxide Reductase, domain 2 "
6619 3.40.250.10 "Rhodanese-like domain "
6620 3.40.250.20 
6621 3.40.275.10 "L-fucose Isomerase; Chain A, domain 2 "
6622 3.40.309.10 "Aldehyde Dehydrogenase; Chain A, domain 2 "
6623 3.40.350.10 "Creatinase/prolidase N-terminal domain "
6624 3.40.366.10 "Malonyl-Coenzyme A Acyl Carrier Protein, domain 2 "
6625 3.40.366.30 "50S ribosomal protein L16 arginine hydroxylase; Chain A, Domain 2 "
6626 3.40.367.20 
6627 3.40.390.10 "Collagenase (Catalytic Domain) "
6628 3.40.390.30 "Metalloproteases (""zincins""), catalytic domain "
6629 3.40.390.70 
6630 3.40.390.80 "Peptidase M60, enhancin-like domain 2 "
6631 3.40.395.10 "Adenoviral Proteinase; Chain A "
6632 3.40.420.10 "Ricin (A subunit), domain 1 "
6633 3.40.430.10 "Dihydrofolate Reductase, subunit A "
6634 3.40.440.10 "Adenylosuccinate Synthetase, subunit A, domain 1 "
6635 3.40.449.10 "Phosphoenolpyruvate Carboxykinase, domain 1 "
6636 3.40.462.10 "FAD-linked oxidases, C-terminal domain "
6637 3.40.462.20 
6638 3.40.462.40 "FAD-linked oxidase, cap domain/gating helix "
6639 3.40.470.10 "Uracil-DNA glycosylase-like domain "
6640 3.40.525.10 "CRAL-TRIO lipid binding domain "
6641 3.40.532.10 "Peptidase C12, ubiquitin carboxyl-terminal hydrolase "
6642 3.40.570.10 "Extracellular Endonuclease, subunit A "
6643 3.40.580.10 "Eco RI Endonuclease, subunit A "
6644 3.40.600.10 "DNA mismatch repair MutH/Restriction endonuclease, type II "
6645 3.40.600.20 "Restriction endonuclease BglI "
6646 3.40.600.30 
6647 3.40.600.40 
6648 3.40.605.10 "Aldehyde Dehydrogenase; Chain A, domain 1 "
6649 3.40.630.10 "Zn peptidases "
6650 3.40.630.20 "Peptidase C15, pyroglutamyl peptidase I-like "
6651 3.40.630.30 
6652 3.40.630.40 "Zn-dependent exopeptidases "
6653 3.40.630.50 "AF0625-like "
6654 3.40.630.60 
6655 3.40.630.70 "Leucyl/phenylalanyl-tRNA-protein transferase, C-terminal domain "
6656 3.40.630.80 
6657 3.40.630.90 
6658 3.40.630.100 "Poly-gamma-glutamate hydrolase, zinc-binding motif "
6659 3.40.630.110 "GNAT acetyltransferase-like "
6660 3.40.630.120 
6661 3.40.630.150 "Malonyl-CoA decarboxylase, catalytic domain "
6662 3.40.630.170 
6663 3.40.630.180 
6664 3.40.630.190 "LCP protein "
6665 3.40.640.10 "Type I PLP-dependent aspartate aminotransferase-like (Major domain) "
6666 3.40.710.10 "DD-peptidase/beta-lactamase superfamily "
6667 3.40.718.10 "Isopropylmalate Dehydrogenase "
6668 3.40.720.10 "Alkaline Phosphatase, subunit A "
6669 3.40.800.10 "Ureohydrolase domain "
6670 3.40.800.20 "Histone deacetylase domain "
6671 3.40.830.10 "LigB-like "
6672 3.40.850.10 "Kinesin motor domain "
6673 3.40.850.20 
6674 3.40.910.10 "Deoxyhypusine synthase "
6675 3.40.920.10 "Pyruvate-ferredoxin oxidoreductase, PFOR, domain III "
6676 3.40.930.10 "Mannitol-specific EII; Chain A "
6677 3.40.950.10 "Fe-only Hydrogenase (Larger Subunit); Chain L, domain 3 "
6678 3.40.960.10 "VSR Endonuclease "
6679 3.40.970.10 "Ribonuclease H1, N-terminal domain "
6680 3.40.970.20 "Carbon monoxide dehydrogenase alpha subunit. Chain D, domain 4 "
6681 3.40.970.30 "yp_829618.1 like domains "
6682 3.40.970.40 "fibrinogen binding protein from staphylococcus aureus domain like "
6683 3.40.980.10 "MoaB/Mog-like domain "
6684 3.40.980.20 "Four-carbon acid sugar kinase, nucleotide binding domain "
6685 3.40.1000.10 "Mog1/PsbP, alpha/beta/alpha sandwich "
6686 3.40.1000.20 "TM1622-like "
6687 3.40.1000.30 
6688 3.40.1000.40 "Respiratory growth induced protein 1 "
6689 3.40.1000.50 "Repressor of RNA polymerase III transcription Maf1 "
6690 3.40.1000.70 "PknH-like extracellular domain "
6691 3.40.1010.10 "Cobalt-precorrin-4 Transmethylase; Domain 1 "
6692 3.40.1010.20 "4-hydroxy-3-methylbut-2-enyl diphosphate reductase, catalytic domain "
6693 3.40.1010.30 
6694 3.40.1020.10 "Biosynthetic Threonine Deaminase; Domain 3 "
6695 3.40.1030.10 "Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain "
6696 3.40.1050.10 "Carbonic anhydrase "
6697 3.40.1060.10 "Aconitase, Domain 2 "
6698 3.40.1080.10 "Glutaconate Coenzyme A-transferase "
6699 3.40.1080.20 "Acetyl-CoA hydrolase/transferase C-terminal domain "
6700 3.40.1090.10 "Cytosolic phospholipase A2 catalytic domain "
6701 3.40.1110.10 "Calcium-transporting ATPase, cytoplasmic domain N "
6702 3.40.1120.10 "Ribosomal protein l15e "
6703 3.40.1130.10 "Glycerol-3-phosphate (1)-acyltransferase "
6704 3.40.1140.10 
6705 3.40.1160.10 "Acetylglutamate kinase-like "
6706 3.40.1170.10 "DNA repair protein MutS, domain I "
6707 3.40.1170.20 "tRNA intron endonuclease, N-terminal domain "
6708 3.40.1170.30 
6709 3.40.1170.40 "Protein of unknown function DUF3203 "
6710 3.40.1170.50 
6711 3.40.1170.60 
6712 3.40.1180.10 "Decaprenyl diphosphate synthase-like "
6713 3.40.1190.10 "Mur-like, catalytic domain "
6714 3.40.1190.20 
6715 3.40.1190.30 
6716 3.40.1210.10 "Survival protein SurE-like phosphatase/nucleotidase "
6717 3.40.1230.10 "MTH938-like "
6718 3.40.1260.10 "DsrEFH-like "
6719 3.40.1260.20 "Ribonuclease E, catalytic domain "
6720 3.40.1280.10 
6721 3.40.1280.30 
6722 3.40.1310.10 
6723 3.40.1310.20 
6724 3.40.1310.30 
6725 3.40.1340.10 "RNA polymerase, Rpb5, N-terminal domain "
6726 3.40.1350.10 
6727 3.40.1350.20 
6728 3.40.1350.40 
6729 3.40.1350.50 "D212 PD-(D/E)XK nuclease, catalytic motif "
6730 3.40.1350.60 
6731 3.40.1350.70 "TBP-interacting protein, N-terminal domain "
6732 3.40.1350.80 
6733 3.40.1350.90 "Uncharacterised protein PF11572, DUF3234 "
6734 3.40.1350.100 
6735 3.40.1350.110 
6736 3.40.1350.120 
6737 3.40.1350.140 "MepB-like "
6738 3.40.1350.150 
6739 3.40.1360.10 
6740 3.40.1370.10 
6741 3.40.1380.10 
6742 3.40.1380.20 "Pyruvate kinase, C-terminal domain "
6743 3.40.1380.40 
6744 3.40.1390.10 "MurE/MurF, N-terminal domain "
6745 3.40.1390.20 "HprK N-terminal domain-like "
6746 3.40.1390.30 "NIF3 (NGG1p interacting factor 3)-like "
6747 3.40.1390.40 
6748 3.40.1400.10 "Sugar-phosphate isomerase, RpiB/LacA/LacB "
6749 3.40.1410.10 "Chorismate lyase-like "
6750 3.40.1420.10 "Inhibitor of vertebrate lysozyme "
6751 3.40.1420.20 "Pathogenicity island component CagD "
6752 3.40.1420.30 
6753 3.40.1440.10 "GIY-YIG endonuclease "
6754 3.40.1440.40 
6755 3.40.1440.50 
6756 3.40.1440.60 "PriA, 3(prime) DNA-binding domain "
6757 3.40.1450.10 "BPG-independent phosphoglycerate mutase, domain B "
6758 3.40.1460.10 "Nuclease A inhibitor-like "
6759 3.40.1470.10 "Bifunctional carbon monoxide dehydrogenase/acetyl-coa synthase(codh/acs), Chain M, domain 5 "
6760 3.40.1480.10 "MOFRL domain "
6761 3.40.1490.10 "Bit1 "
6762 3.40.1500.10 "Coproporphyrinogen III oxidase, aerobic "
6763 3.40.1500.20 
6764 3.40.1510.10 "Hut operon regulatory protein HutP "
6765 3.40.1520.10 "Ta1353-like "
6766 3.40.1520.20 
6767 3.40.1530.10 "TTHA1528-like "
6768 3.40.1530.20 "Protein of unknown function (DUF1491) "
6769 3.40.1530.30 "Uncharacterised family UPF0302, N-terminal domain "
6770 3.40.1540.10 "Protein of unknown function DUF1780, putative endonuclease "
6771 3.40.1550.10 "CheC-like "
6772 3.40.1550.20 "Transcriptional regulator MraZ domain "
6773 3.40.1560.10 "type ii restriction endonuclease, domain 2 "
6774 3.40.1570.10 "HemS/ChuS/ChuX like domains "
6775 3.40.1570.20 
6776 3.40.1580.10 "SMI1/KNR4-like "
6777 3.40.1580.20 "Syd protein "
6778 3.40.1580.30 "Domain of unknown function (DUF5066) "
6779 3.40.1590.10 "NMB0488-like "
6780 3.40.1600.10 "PH1570-like "
6781 3.40.1610.10 "CV3147-like domain "
6782 3.40.1620.10 "YefM-like domain "
6783 3.40.1620.20 
6784 3.40.1620.30 "ERCC4, Mus81-Eme1 complex, nuclease domain, subdomain 1 "
6785 3.40.1620.60 
6786 3.40.1620.70 
6787 3.40.1620.80 "Big defensin, N-terminal domain "
6788 3.40.1630.10 "YhiQ-like domain "
6789 3.40.1640.10 "PSTPO5379-like "
6790 3.40.1650.10 "RbsD-like domain "
6791 3.40.1660.10 "EreA-like (biosynthetic domain) "
6792 3.40.1670.10 "UbiD C-terminal domain-like "
6793 3.40.1680.10 "yp_829618.1 domain like "
6794 3.40.1690.10 "secretion proteins EscU "
6795 3.40.1690.20 
6796 3.40.1700.10 "DNA integrity scanning protein, DisA, N-terminal domain "
6797 3.40.1710.10 "abc type-2 transporter like domain "
6798 3.40.1720.10 "Streptococcus thermophilus LMG 18311 protein like "
6799 3.40.1730.10 "pa0076 domain "
6800 3.40.1740.10 "VC0467-like "
6801 3.40.1750.10 "peptide peptidase (sppa) like domain "
6802 3.40.1760.10 "YfbM-like super family "
6803 3.40.1760.20 
6804 3.40.1770.10 "Urocanase superfamily "
6805 3.40.1780.10 "QueA-like "
6806 3.40.1790.10 "Indigoidine synthase domain "
6807 3.40.1800.10 "His-Me finger endonucleases "
6808 3.40.1800.20 
6809 3.40.1800.30 
6810 3.40.1810.10 "Transcription factor, MADS-box "
6811 3.40.1820.10 "DnaQ-like 3'-5' exonuclease "
6812 3.40.1820.20 
6813 3.40.1830.10 "Thermophilic metalloprotease (M29) "
6814 3.40.1840.10 "YNR034W-A-like "
6815 3.40.1850.10 "HECT-like ubiquitin ligase "
6816 3.50.4.10 "Hepatocyte Growth Factor "
6817 3.50.4.20 
6818 3.50.7.10 "GroEL "
6819 3.50.14.10 "Replication terminator Tus, domain 1 superfamily/Replication terminator Tus "
6820 3.50.20.10 "Pyruvoyl-Dependent Histidine Decarboxylase, subunit B "
6821 3.50.20.20 "Janus/Ocnus "
6822 3.50.30.10 "Phosphohistidine domain "
6823 3.50.30.20 "Carbamoyl-phosphate synthase small subunit, N-terminal domain "
6824 3.50.30.30 
6825 3.50.30.40 "Ribonuclease E inhibitor RraA/RraA-like "
6826 3.50.30.50 "Putative cyclase "
6827 3.50.30.60 "LD-carboxypeptidase A C-terminal domain-like "
6828 3.50.30.70 "Swiveling domain of dehydratase reactivase alpha subunit "
6829 3.50.30.80 "IlvD/EDD C-terminal domain-like "
6830 3.50.30.90 
6831 3.50.40.10 "Phenylalanyl-trna Synthetase, Chain B, domain 3 "
6832 3.50.50.60 "FAD/NAD(P)-binding domain "
6833 3.50.50.80 "Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1 "
6834 3.50.50.100 
6835 3.50.70.10 
6836 3.50.70.20 "Cytochrome P460 "
6837 3.50.80.10 "D-tyrosyl-tRNA(Tyr) deacylase "
6838 3.50.80.20 "D-Ala-D-Ala carboxypeptidase C, peptidase S13 "
6839 3.50.90.10 "YerB-like "
6840 3.50.100.10 "protein il1583 domain "
6841 3.55.10.10 "Archease domain "
6842 3.55.20.10 "Protein-L-isoaspartyl O-methyltransferase, C-terminal domain "
6843 3.55.30.10 "Hsp33 domain "
6844 3.55.40.10 "minor pseudopilin epsh domain "
6845 3.55.40.20 "Iron/manganese superoxide dismutase, C-terminal domain "
6846 3.55.50.10 "Baseplate protein-like domains "
6847 3.55.50.20 
6848 3.55.50.30 
6849 3.55.50.40 
6850 3.55.50.50 "Baseplate protein Gp16, domain 2 "
6851 3.55.50.60 "DotD protein "
6852 3.55.50.70 
6853 3.55.60.10 "Reovirus components "
6854 3.60.9.10 "Aldehyde ferredoxin oxidoreductase, N-terminal domain "
6855 3.60.10.10 "Endonuclease/exonuclease/phosphatase "
6856 3.60.15.10 "Ribonuclease Z/Hydroxyacylglutathione hydrolase-like "
6857 3.60.15.30 "Metallo-beta-lactamase domain "
6858 3.60.20.10 "Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1 "
6859 3.60.20.20 "Inosine monophosphate cyclohydrolase-like "
6860 3.60.20.30 "(Glycosyl)asparaginase "
6861 3.60.20.40 
6862 3.60.21.10 
6863 3.60.21.40 "GpdQ, catalytic alpha/beta sandwich domain "
6864 3.60.21.50 
6865 3.60.21.60 
6866 3.60.21.70 "PhoD-like phosphatase "
6867 3.60.40.10 "PPM-type phosphatase domain "
6868 3.60.40.20 
6869 3.60.60.10 "Penicillin V Acylase; Chain A "
6870 3.60.60.20 
6871 3.60.60.30 
6872 3.60.70.12 "L-amino peptidase D-ALA esterase/amidase "
6873 3.60.90.10 "S-adenosylmethionine decarboxylase "
6874 3.60.100.10 "Cytotoxic necrotizing factor, Rho-activating domain "
6875 3.60.110.10 "Carbon-nitrogen hydrolase "
6876 3.60.120.10 "Anthranilate synthase "
6877 3.60.130.10 "Clavaminate synthase-like "
6878 3.60.130.20 "Oxoglutarate/iron-dependent oxygenase, C-terminal degradation domain "
6879 3.60.130.30 
6880 3.60.140.10 "CNF1/YfiH-like putative cysteine hydrolases "
6881 3.60.150.10 "Chorismate synthase AroC "
6882 3.60.160.10 "Mitochondrial biogenesis AIM24 "
6883 3.65.10.10 "Enolpyruvate transferase domain "
6884 3.65.10.20 "RNA 3'-terminal phosphate cyclase domain "
6885 3.70.10.10 
6886 3.75.10.10 "L-arginine/glycine Amidinotransferase; Chain A "
6887 3.75.10.20 "Succinylarginine dihydrolase "
6888 3.80.10.10 "Ribonuclease Inhibitor "
6889 3.80.20.20 "Receptor L-domain "
6890 3.80.30.10 "pyruvate-formate lyase- activating enzyme "
6891 3.80.30.20 "tm_1862 like domain "
6892 3.80.30.30 
6893 3.90.10.10 "Cytochrome C3 "
6894 3.90.15.10 "Topoisomerase I; Chain A, domain 3 "
6895 3.90.20.10 
6896 3.90.20.20 
6897 3.90.25.10 "UDP-galactose 4-epimerase, domain 1 "
6898 3.90.25.30 "Polysaccharide biosynthesis protein, CapD-like domain "
6899 3.90.25.40 
6900 3.90.25.60 
6901 3.90.25.70 
6902 3.90.39.10 "Hexon Major Viral Coat Protein, domain 2 "
6903 3.90.45.10 "Peptide deformylase "
6904 3.90.50.10 "Photosynthetic Reaction Center, subunit H, domain 2 "
6905 3.90.55.10 "Dimethylsulfoxide Reductase, domain 3 "
6906 3.90.56.10 "Monooxygenase component MmoB/DmpM "
6907 3.90.56.20 "replication protein C, winged helix domain "
6908 3.90.70.10 "Cysteine proteinases "
6909 3.90.70.20 
6910 3.90.70.30 "Phytochelatin synthase, N-terminal domain "
6911 3.90.70.40 
6912 3.90.70.50 "Peptidase C10, streptopain "
6913 3.90.70.60 "Porcine arterivirus-type cysteine proteinase alpha domain "
6914 3.90.70.70 "Arterivirus papain-like cysteine protease beta domain "
6915 3.90.70.80 
6916 3.90.70.100 
6917 3.90.70.110 "Alphavirus nsP2 protease domain "
6918 3.90.70.120 
6919 3.90.70.130 
6920 3.90.70.140 
6921 3.90.70.150 "Helper component proteinase "
6922 3.90.70.160 
6923 3.90.70.170 
6924 3.90.70.180 
6925 3.90.70.190 "Domain of unknown function (DUF5086) "
6926 3.90.70.200 "Plus-3 domain "
6927 3.90.75.10 "Homing Intron 3 (I-ppo) Encoded Endonuclease; Chain A "
6928 3.90.75.20 
6929 3.90.76.10 "Dipeptide-binding Protein; Domain 1 "
6930 3.90.78.10 "UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain "
6931 3.90.79.10 "Nucleoside Triphosphate Pyrophosphohydrolase "
6932 3.90.79.20 
6933 3.90.79.30 "TBP-interacting protein, C-terminal domain "
6934 3.90.79.40 "EvaA sugar 2,3-dehydratase subunit "
6935 3.90.80.10 "Inorganic pyrophosphatase "
6936 3.90.100.10 "Orn/Lys/Arg decarboxylase, C-terminal domain "
6937 3.90.105.10 "Molybdopterin biosynthesis moea protein, domain 2 "
6938 3.90.105.20 
6939 3.90.105.40 
6940 3.90.105.50 
6941 3.90.110.10 "Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal "
6942 3.90.120.10 "DNA Methylase, subunit A, domain 2 "
6943 3.90.120.30 
6944 3.90.132.10 "Leishmanolysin , domain 2 "
6945 3.90.148.10 "Adenovirus DNA-binding, C-terminal domain superfamily/Adenovirus DNA-binding, zinc binding domain "
6946 3.90.150.10 "Variant Surface Glycoprotein, subunit A domain 1 "
6947 3.90.170.10 "Adenylosuccinate Synthetase, subunit A, domain 3 "
6948 3.90.175.10 "Diphtheria Toxin, domain 1 "
6949 3.90.176.10 "Toxin ADP-ribosyltransferase; Chain A, domain 1 "
6950 3.90.180.10 "Medium-chain alcohol dehydrogenases, catalytic domain "
6951 3.90.182.10 "Toxin - Anthrax Protective Antigen;domain 1 "
6952 3.90.190.10 "Protein tyrosine phosphatase superfamily "
6953 3.90.190.20 "Mur ligase, C-terminal domain "
6954 3.90.198.10 "Replication Fork Single-Stranded Dna Binding Protein "
6955 3.90.199.10 "Topoisomerase II, domain 5 "
6956 3.90.209.20 
6957 3.90.210.10 "Heat-Labile Enterotoxin, subunit A "
6958 3.90.215.10 "Gamma Fibrinogen, chain A, domain 1 "
6959 3.90.220.10 "Adenine-n6-DNA-methyltransferase Taqi, Chain A, domain 2 "
6960 3.90.220.20 "DNA methylase specificity domains "
6961 3.90.226.10 "2-enoyl-CoA Hydratase; Chain A, domain 1 "
6962 3.90.226.20 
6963 3.90.226.30 
6964 3.90.228.10 
6965 3.90.228.20 
6966 3.90.230.10 "Creatinase/methionine aminopeptidase superfamily "
6967 3.90.241.10 "Foki Restriction Endonuclease, Chain A, domain 1 "
6968 3.90.245.10 "Ribonucleoside hydrolase-like "
6969 3.90.249.10 "Hexon Major Viral Coat Protein, domain 3 "
6970 3.90.260.10 "Transglutaminase-like "
6971 3.90.280.10 "PEBP-like "
6972 3.90.290.10 "TGF-beta binding (TB) domain "
6973 3.90.310.10 "ENV polyprotein, receptor-binding domain "
6974 3.90.320.10 
6975 3.90.320.20 "Methyl-coenzyme M reductase, gamma subunit "
